ano_sinistro,indicador,categoria,obitos
2018,Codigo IBGE,3508009,2
2018,Codigo IBGE,3508108,3
2018,Codigo IBGE,3508207,3
2018,Codigo IBGE,3508405,8
2018,Codigo IBGE,3508504,20
2018,Codigo IBGE,3508603,8
2018,Codigo IBGE,3508702,1
2018,Codigo IBGE,3508801,4
2018,Codigo IBGE,3508900,1
2018,Codigo IBGE,3509007,13
2018,Codigo IBGE,3509205,15
2018,Codigo IBGE,3509254,9
2018,Codigo IBGE,3509304,3
2018,Codigo IBGE,3509403,4
2018,Codigo IBGE,3509452,2
2018,Codigo IBGE,3509502,125
2018,Codigo IBGE,3509601,8
2018,Codigo IBGE,3509700,9
2018,Codigo IBGE,3509809,1
2018,Codigo IBGE,3509908,3
2018,Codigo IBGE,3509957,2
2018,Codigo IBGE,3510005,4
2018,Codigo IBGE,3510203,3
2018,Codigo IBGE,3510302,5
2018,Codigo IBGE,3510401,10
2018,Codigo IBGE,3510500,16
2018,Codigo IBGE,3510609,30
2018,Codigo IBGE,3510708,5
2018,Codigo IBGE,3510807,10
2018,Codigo IBGE,3511003,1
2018,Codigo IBGE,3511102,10
2018,Codigo IBGE,3511201,3
2018,Codigo IBGE,3511300,7
2018,Codigo IBGE,3511409,5
2018,Codigo IBGE,3511508,10
2018,Codigo IBGE,3511607,4
2018,Codigo IBGE,3511706,1
2018,Codigo IBGE,3511904,2
2018,Codigo IBGE,3512001,5
2018,Codigo IBGE,3512100,2
2018,Codigo IBGE,3512209,3
2018,Codigo IBGE,3512308,2
2018,Codigo IBGE,3512407,2
2018,Codigo IBGE,3512506,2
2018,Codigo IBGE,3512605,3
2018,Codigo IBGE,3512704,1
2018,Codigo IBGE,3512803,8
2018,Codigo IBGE,3512902,2
2018,Codigo IBGE,3513009,33
2018,Codigo IBGE,3513108,5
2018,Codigo IBGE,3513207,3
2018,Codigo IBGE,3513405,9
2018,Codigo IBGE,3513504,32
2018,Codigo IBGE,3513603,4
2018,Codigo IBGE,3513702,7
2018,Codigo IBGE,3513801,35
2018,Codigo IBGE,3513850,1
2018,Codigo IBGE,3513900,4
2018,Codigo IBGE,3514007,1
2018,Codigo IBGE,3514106,12
2018,Codigo IBGE,3514205,1
2018,Codigo IBGE,3514304,3
2018,Codigo IBGE,3514403,8
2018,Codigo IBGE,3514502,1
2018,Codigo IBGE,3514700,2
2018,Codigo IBGE,3514809,6
2018,Codigo IBGE,3514924,2
2018,Codigo IBGE,3515004,15
2018,Codigo IBGE,3515103,8
2018,Codigo IBGE,3515152,1
2018,Codigo IBGE,3515186,8
2018,Codigo IBGE,3515194,1
2018,Codigo IBGE,3515202,2
2018,Codigo IBGE,3515301,1
2018,Codigo IBGE,3515350,1
2018,Codigo IBGE,3515400,2
2018,Codigo IBGE,3515509,12
2018,Codigo IBGE,3515608,4
2018,Codigo IBGE,3515707,6
2018,Codigo IBGE,3515905,1
2018,Codigo IBGE,3516002,5
2018,Codigo IBGE,3516101,2
2018,Codigo IBGE,3516200,54
2018,Codigo IBGE,3516309,5
2018,Codigo IBGE,3516408,15
2018,Codigo IBGE,3516606,1
2018,Codigo IBGE,3516705,4
2018,Codigo IBGE,3516804,1
2018,Codigo IBGE,3516853,3
2018,Codigo IBGE,3516903,6
2018,Codigo IBGE,3517000,3
2018,Codigo IBGE,3517109,2
2018,Codigo IBGE,3517208,3
2018,Codigo IBGE,3517307,1
2018,Codigo IBGE,3517406,2
2018,Codigo IBGE,3517505,4
2018,Codigo IBGE,3517604,1
2018,Codigo IBGE,3517703,2
2018,Codigo IBGE,3517802,3
2018,Codigo IBGE,3517901,1
2018,Codigo IBGE,3518107,2
2018,Codigo IBGE,3518206,4
2018,Codigo IBGE,3518305,8
2018,Codigo IBGE,3518404,19
2018,Codigo IBGE,3518503,6
2018,Codigo IBGE,3518602,1
2018,Codigo IBGE,3518701,36
2018,Codigo IBGE,3518800,142
2018,Codigo IBGE,3518859,1
2018,Codigo IBGE,3518909,2
2018,Codigo IBGE,3519006,5
2018,Codigo IBGE,3519071,30
2018,Codigo IBGE,3519204,1
2018,Codigo IBGE,3519253,1
2018,Codigo IBGE,3519303,6
2018,Codigo IBGE,3519402,1
2018,Codigo IBGE,3519600,14
2018,Codigo IBGE,3519709,23
2018,Codigo IBGE,3519808,2
2018,Codigo IBGE,3520004,1
2018,Codigo IBGE,3520202,8
2018,Codigo IBGE,3520301,12
2018,Codigo IBGE,3520400,3
2018,Codigo IBGE,3520426,2
2018,Codigo IBGE,3520442,3
2018,Codigo IBGE,3520509,26
2018,Codigo IBGE,3520608,4
2018,Codigo IBGE,3520707,6
2018,Codigo IBGE,3520806,1
2018,Codigo IBGE,3520905,1
2018,Codigo IBGE,3521002,4
2018,Codigo IBGE,3521101,3
2018,Codigo IBGE,3521507,10
2018,Codigo IBGE,3521606,1
2018,Codigo IBGE,3521705,11
2018,Codigo IBGE,3521804,4
2018,Codigo IBGE,3521903,8
2018,Codigo IBGE,3522109,18
2018,Codigo IBGE,3522208,15
2018,Codigo IBGE,3522307,22
2018,Codigo IBGE,3522406,20
2018,Codigo IBGE,3522505,16
2018,Codigo IBGE,3522604,19
2018,Codigo IBGE,3522703,1
2018,Codigo IBGE,3523008,4
2018,Codigo IBGE,3523107,35
2018,Codigo IBGE,3523206,6
2018,Codigo IBGE,3523305,15
2018,Codigo IBGE,3523404,21
2018,Codigo IBGE,3523503,5
2018,Codigo IBGE,3523602,5
2018,Codigo IBGE,3523701,3
2018,Codigo IBGE,3523800,1
2018,Codigo IBGE,3523909,38
2018,Codigo IBGE,3524006,9
2018,Codigo IBGE,3524105,3
2018,Codigo IBGE,3524303,7
2018,Codigo IBGE,3524402,28
2018,Codigo IBGE,3524501,1
2018,Codigo IBGE,3524600,7
2018,Codigo IBGE,3524709,9
2018,Codigo IBGE,3524808,2
2018,Codigo IBGE,3524907,2
2018,Codigo IBGE,3525003,13
2018,Codigo IBGE,3525102,6
2018,Codigo IBGE,3525201,8
2018,Codigo IBGE,3525300,28
2018,Codigo IBGE,3525409,3
2018,Codigo IBGE,3525607,2
2018,Codigo IBGE,3525706,5
2018,Codigo IBGE,3525805,1
2018,Codigo IBGE,3525854,1
2018,Codigo IBGE,3525904,64
2018,Codigo IBGE,3526100,3
2018,Codigo IBGE,3526209,15
2018,Codigo IBGE,3526407,1
2018,Codigo IBGE,3526506,1
2018,Codigo IBGE,3526704,11
2018,Codigo IBGE,3526803,6
2018,Codigo IBGE,3526902,38
2018,Codigo IBGE,3527009,1
2018,Codigo IBGE,3527108,9
2018,Codigo IBGE,3527207,11
2018,Codigo IBGE,3527306,3
2018,Codigo IBGE,3527405,6
2018,Codigo IBGE,3527504,2
2018,Codigo IBGE,3527603,3
2018,Codigo IBGE,3527702,1
2018,Codigo IBGE,3528007,1
2018,Codigo IBGE,3528304,1
2018,Codigo IBGE,3528403,5
2018,Codigo IBGE,3528502,15
2018,Codigo IBGE,3528601,2
2018,Codigo IBGE,3528700,1
2018,Codigo IBGE,3528809,3
2018,Codigo IBGE,3528858,1
2018,Codigo IBGE,3529005,31
2018,Codigo IBGE,3529203,6
2018,Codigo IBGE,3529302,12
2018,Codigo IBGE,3529401,17
2018,Codigo IBGE,3529500,1
2018,Codigo IBGE,3529658,1
2018,Codigo IBGE,3529708,3
2018,Codigo IBGE,3529807,3
2018,Codigo IBGE,3529906,18
2018,Codigo IBGE,3530003,1
2018,Codigo IBGE,3530102,4
2018,Codigo IBGE,3530201,2
2018,Codigo IBGE,3530300,6
2018,Codigo IBGE,3530508,11
2018,Codigo IBGE,3530607,66
2018,Codigo IBGE,3530706,25
2018,Codigo IBGE,3530805,21
2018,Codigo IBGE,3531100,8
2018,Codigo IBGE,3531209,2
2018,Codigo IBGE,3531308,7
2018,Codigo IBGE,3531407,2
2018,Codigo IBGE,3531506,2
2018,Codigo IBGE,3531605,2
2018,Codigo IBGE,3531704,2
2018,Codigo IBGE,3531803,10
2018,Codigo IBGE,3531902,7
2018,Codigo IBGE,3532157,1
2018,Codigo IBGE,3532306,2
2018,Codigo IBGE,3532405,7
2018,Codigo IBGE,3532603,1
2018,Codigo IBGE,3532801,1
2018,Codigo IBGE,3532827,1
2018,Codigo IBGE,3533007,7
2018,Codigo IBGE,3533205,1
2018,Codigo IBGE,3533403,7
2018,Codigo IBGE,3533502,5
2018,Codigo IBGE,3533700,4
2018,Codigo IBGE,3533908,6
2018,Codigo IBGE,3534104,3
2018,Codigo IBGE,3534302,4
2018,Codigo IBGE,3534401,41
2018,Codigo IBGE,3534609,1
2018,Codigo IBGE,3534708,9
2018,Codigo IBGE,3534757,5
2018,Codigo IBGE,3534906,1
2018,Codigo IBGE,3535002,2
2018,Codigo IBGE,3535101,1
2018,Codigo IBGE,3535200,3
2018,Codigo IBGE,3535309,3
2018,Codigo IBGE,3535408,4
2018,Codigo IBGE,3535507,9
2018,Codigo IBGE,3535606,4
2018,Codigo IBGE,3535804,3
2018,Codigo IBGE,3535903,1
2018,Codigo IBGE,3536000,6
2018,Codigo IBGE,3536208,7
2018,Codigo IBGE,3536307,4
2018,Codigo IBGE,3536406,3
2018,Codigo IBGE,3536505,9
2018,Codigo IBGE,3536570,2
2018,Codigo IBGE,3536604,2
2018,Codigo IBGE,3536703,6
2018,Codigo IBGE,3536802,1
2018,Codigo IBGE,3536901,1
2018,Codigo IBGE,3537008,1
2018,Codigo IBGE,3537107,3
2018,Codigo IBGE,3537156,1
2018,Codigo IBGE,3537206,2
2018,Codigo IBGE,3537305,8
2018,Codigo IBGE,3537404,3
2018,Codigo IBGE,3537503,2
2018,Codigo IBGE,3537602,10
2018,Codigo IBGE,3537701,2
2018,Codigo IBGE,3537800,17
2018,Codigo IBGE,3537909,8
2018,Codigo IBGE,3538006,18
2018,Codigo IBGE,3538105,9
2018,Codigo IBGE,3538204,5
2018,Codigo IBGE,3538501,1
2018,Codigo IBGE,3538600,9
2018,Codigo IBGE,3538709,47
2018,Codigo IBGE,3538808,6
2018,Codigo IBGE,3538907,2
2018,Codigo IBGE,3539103,1
2018,Codigo IBGE,3539202,4
2018,Codigo IBGE,3539301,14
2018,Codigo IBGE,3539400,7
2018,Codigo IBGE,3539509,8
2018,Codigo IBGE,3539608,5
2018,Codigo IBGE,3539707,1
2018,Codigo IBGE,3539806,9
2018,Codigo IBGE,3539905,2
2018,Codigo IBGE,3540002,4
2018,Codigo IBGE,3540101,1
2018,Codigo IBGE,3540200,5
2018,Codigo IBGE,3540259,1
2018,Codigo IBGE,3540408,1
2018,Codigo IBGE,3540507,8
2018,Codigo IBGE,3540606,12
2018,Codigo IBGE,3540705,9
2018,Codigo IBGE,3540804,1
2018,Codigo IBGE,3540903,3
2018,Codigo IBGE,3541000,49
2018,Codigo IBGE,3541059,7
2018,Codigo IBGE,3541208,2
2018,Codigo IBGE,3541307,8
2018,Codigo IBGE,3541406,20
2018,Codigo IBGE,3541505,5
2018,Codigo IBGE,3541604,4
2018,Codigo IBGE,3541653,3
2018,Codigo IBGE,3541703,2
2018,Codigo IBGE,3541901,4
2018,Codigo IBGE,3542107,2
2018,Codigo IBGE,3542206,6
2018,Codigo IBGE,3542305,1
2018,Codigo IBGE,3542404,3
2018,Codigo IBGE,3542503,1
2018,Codigo IBGE,3542602,12
2018,Codigo IBGE,3542701,1
2018,Codigo IBGE,3543006,2
2018,Codigo IBGE,3543204,3
2018,Codigo IBGE,3543253,1
2018,Codigo IBGE,3543303,19
2018,Codigo IBGE,3543402,87
2018,Codigo IBGE,3543600,3
2018,Codigo IBGE,3543709,2
2018,Codigo IBGE,3543907,27
2018,Codigo IBGE,3544004,5
2018,Codigo IBGE,3544251,3
2018,Codigo IBGE,3544301,2
2018,Codigo IBGE,3544400,2
2018,Codigo IBGE,3544509,5
2018,Codigo IBGE,3544806,3
2018,Codigo IBGE,3544905,2
2018,Codigo IBGE,3545001,4
2018,Codigo IBGE,3545100,2
2018,Codigo IBGE,3545209,14
2018,Codigo IBGE,3545308,13
2018,Codigo IBGE,3545407,4
2018,Codigo IBGE,3545506,2
2018,Codigo IBGE,3545605,2
2018,Codigo IBGE,3545704,1
2018,Codigo IBGE,3545803,13
2018,Codigo IBGE,3546207,3
2018,Codigo IBGE,3546306,6
2018,Codigo IBGE,3546405,6
2018,Codigo IBGE,3546603,4
2018,Codigo IBGE,3546702,7
2018,Codigo IBGE,3546801,12
2018,Codigo IBGE,3546900,2
2018,Codigo IBGE,3547007,1
2018,Codigo IBGE,3547106,3
2018,Codigo IBGE,3547304,15
2018,Codigo IBGE,3547403,1
2018,Codigo IBGE,3547502,8
2018,Codigo IBGE,3547650,1
2018,Codigo IBGE,3547700,3
2018,Codigo IBGE,3547809,32
2018,Codigo IBGE,3547908,6
2018,Codigo IBGE,3548005,5
2018,Codigo IBGE,3548054,7
2018,Codigo IBGE,3548104,6
2018,Codigo IBGE,3548203,2
2018,Codigo IBGE,3548302,2
2018,Codigo IBGE,3548401,2
2018,Codigo IBGE,3548500,52
2018,Codigo IBGE,3548609,4
2018,Codigo IBGE,3548708,81
2018,Codigo IBGE,3548807,6
2018,Codigo IBGE,3548906,28
2018,Codigo IBGE,3549102,11
2018,Codigo IBGE,3549250,1
2018,Codigo IBGE,3549300,1
2018,Codigo IBGE,3549409,11
2018,Codigo IBGE,3549508,1
2018,Codigo IBGE,3549706,5
2018,Codigo IBGE,3549805,63
2018,Codigo IBGE,3549904,71
2018,Codigo IBGE,3549953,5
2018,Codigo IBGE,3550001,1
2018,Codigo IBGE,3550100,7
2018,Codigo IBGE,3550209,3
2018,Codigo IBGE,3550308,837
2018,Codigo IBGE,3550407,1
2018,Codigo IBGE,3550506,1
2018,Codigo IBGE,3550605,21
2018,Codigo IBGE,3550704,11
2018,Codigo IBGE,3550902,4
2018,Codigo IBGE,3551009,40
2018,Codigo IBGE,3551108,2
2018,Codigo IBGE,3551504,1
2018,Codigo IBGE,3551603,6
2018,Codigo IBGE,3551702,16
2018,Codigo IBGE,3551801,3
2018,Codigo IBGE,3551900,2
2018,Codigo IBGE,3552007,1
2018,Codigo IBGE,3552106,9
2018,Codigo IBGE,3552205,90
2018,Codigo IBGE,3552304,3
2018,Codigo IBGE,3552403,16
2018,Codigo IBGE,3552502,26
2018,Codigo IBGE,3552551,1
2018,Codigo IBGE,3552601,4
2018,Codigo IBGE,3552700,4
2018,Codigo IBGE,3552809,15
2018,Codigo IBGE,3552908,3
2018,Codigo IBGE,3553005,2
2018,Codigo IBGE,3553302,6
2018,Codigo IBGE,3553401,6
2018,Codigo IBGE,3553500,1
2018,Codigo IBGE,3553609,5
2018,Codigo IBGE,3553708,10
2018,Codigo IBGE,3553807,8
2018,Codigo IBGE,3553856,4
2018,Codigo IBGE,3553955,1
2018,Codigo IBGE,3554003,24
2018,Codigo IBGE,3554102,44
2018,Codigo IBGE,3554201,1
2018,Codigo IBGE,3554300,4
2018,Codigo IBGE,3554508,13
2018,Codigo IBGE,3554607,1
2018,Codigo IBGE,3554706,2
2018,Codigo IBGE,3554805,5
2018,Codigo IBGE,3554904,2
2018,Codigo IBGE,3554953,2
2018,Codigo IBGE,3555000,11
2018,Codigo IBGE,3555109,3
2018,Codigo IBGE,3555208,1
2018,Codigo IBGE,3555406,21
2018,Codigo IBGE,3555505,1
2018,Codigo IBGE,3555604,2
2018,Codigo IBGE,3555802,3
2018,Codigo IBGE,3556008,4
2018,Codigo IBGE,3556107,2
2018,Codigo IBGE,3556206,11
2018,Codigo IBGE,3556305,1
2018,Codigo IBGE,3556354,1
2018,Codigo IBGE,3556404,3
2018,Codigo IBGE,3556453,2
2018,Codigo IBGE,3556503,10
2018,Codigo IBGE,3556602,3
2018,Codigo IBGE,3556701,9
2018,Codigo IBGE,3556800,5
2018,Codigo IBGE,3556909,1
2018,Codigo IBGE,3556958,1
2018,Codigo IBGE,3557006,7
2018,Codigo IBGE,3557105,19
2019,Codigo IBGE,3500303,8
2019,Codigo IBGE,3500402,4
2019,Codigo IBGE,3500501,3
2019,Codigo IBGE,3500550,4
2019,Codigo IBGE,3500709,2
2019,Codigo IBGE,3500758,4
2019,Codigo IBGE,3500808,4
2019,Codigo IBGE,3500907,1
2019,Codigo IBGE,3501004,7
2019,Codigo IBGE,3501152,3
2019,Codigo IBGE,3501202,3
2019,Codigo IBGE,3501608,26
2019,Codigo IBGE,3501707,2
2019,Codigo IBGE,3501806,1
2019,Codigo IBGE,3501905,8
2019,Codigo IBGE,3502101,11
2019,Codigo IBGE,3502200,12
2019,Codigo IBGE,3502309,1
2019,Codigo IBGE,3502507,7
2019,Codigo IBGE,3502606,2
2019,Codigo IBGE,3502705,3
2019,Codigo IBGE,3502754,7
2019,Codigo IBGE,3502804,19
2019,Codigo IBGE,3502903,11
2019,Codigo IBGE,3503000,1
2019,Codigo IBGE,3503109,1
2019,Codigo IBGE,3503208,38
2019,Codigo IBGE,3503307,11
2019,Codigo IBGE,3503406,2
2019,Codigo IBGE,3503604,1
2019,Codigo IBGE,3503703,2
2019,Codigo IBGE,3503802,8
2019,Codigo IBGE,3503901,17
2019,Codigo IBGE,3504008,8
2019,Codigo IBGE,3504107,32
2019,Codigo IBGE,3504206,2
2019,Codigo IBGE,3504305,3
2019,Codigo IBGE,3504404,1
2019,Codigo IBGE,3504503,24
2019,Codigo IBGE,3504602,2
2019,Codigo IBGE,3504800,1
2019,Codigo IBGE,3505104,3
2019,Codigo IBGE,3505203,3
2019,Codigo IBGE,3505302,1
2019,Codigo IBGE,3505401,6
2019,Codigo IBGE,3505500,22
2019,Codigo IBGE,3505609,4
2019,Codigo IBGE,3505708,33
2019,Codigo IBGE,3505807,6
2019,Codigo IBGE,3505906,7
2019,Codigo IBGE,3506003,37
2019,Codigo IBGE,3506102,13
2019,Codigo IBGE,3506201,1
2019,Codigo IBGE,3506300,4
2019,Codigo IBGE,3506359,15
2019,Codigo IBGE,3506409,1
2019,Codigo IBGE,3506508,8
2019,Codigo IBGE,3506607,4
2019,Codigo IBGE,3506706,6
2019,Codigo IBGE,3506805,4
2019,Codigo IBGE,3506904,1
2019,Codigo IBGE,3507001,7
2019,Codigo IBGE,3507100,4
2019,Codigo IBGE,3507159,1
2019,Codigo IBGE,3507209,1
2019,Codigo IBGE,3507407,10
2019,Codigo IBGE,3507456,2
2019,Codigo IBGE,3507506,18
2019,Codigo IBGE,3507605,28
2019,Codigo IBGE,3507803,3
2019,Codigo IBGE,3507902,8
2019,Codigo IBGE,3508108,8
2019,Codigo IBGE,3508207,4
2019,Codigo IBGE,3508405,4
2019,Codigo IBGE,3508504,28
2019,Codigo IBGE,3508603,5
2019,Codigo IBGE,3508702,2
2019,Codigo IBGE,3508801,6
2019,Codigo IBGE,3508900,3
2019,Codigo IBGE,3509007,15
2019,Codigo IBGE,3509205,16
2019,Codigo IBGE,3509254,12
2019,Codigo IBGE,3509403,6
2019,Codigo IBGE,3509452,1
2019,Codigo IBGE,3509502,121
2019,Codigo IBGE,3509601,12
2019,Codigo IBGE,3509700,6
2019,Codigo IBGE,3509957,1
2019,Codigo IBGE,3510005,2
2019,Codigo IBGE,3510104,1
2019,Codigo IBGE,3510153,1
2019,Codigo IBGE,3510203,16
2019,Codigo IBGE,3510302,4
2019,Codigo IBGE,3510401,6
2019,Codigo IBGE,3510500,10
2019,Codigo IBGE,3510609,25
2019,Codigo IBGE,3510708,1
2019,Codigo IBGE,3510807,12
2019,Codigo IBGE,3511003,1
2019,Codigo IBGE,3511102,19
2019,Codigo IBGE,3511201,6
2019,Codigo IBGE,3511300,5
2019,Codigo IBGE,3511409,4
2019,Codigo IBGE,3511508,5
2019,Codigo IBGE,3511607,3
2019,Codigo IBGE,3511706,4
2019,Codigo IBGE,3511904,7
2019,Codigo IBGE,3512001,4
2019,Codigo IBGE,3512100,1
2019,Codigo IBGE,3512209,5
2019,Codigo IBGE,3512308,4
2019,Codigo IBGE,3512407,3
2019,Codigo IBGE,3512506,1
2019,Codigo IBGE,3512605,2
2019,Codigo IBGE,3512704,2
2019,Codigo IBGE,3512803,4
2019,Codigo IBGE,3512902,3
2019,Codigo IBGE,3513009,21
2019,Codigo IBGE,3513108,3
2019,Codigo IBGE,3513207,1
2019,Codigo IBGE,3513405,11
2019,Codigo IBGE,3513504,33
2019,Codigo IBGE,3513603,9
2019,Codigo IBGE,3513702,5
2019,Codigo IBGE,3513801,39
2019,Codigo IBGE,3514007,4
2019,Codigo IBGE,3514106,1
2019,Codigo IBGE,3514304,1
2019,Codigo IBGE,3514403,7
2019,Codigo IBGE,3514502,1
2019,Codigo IBGE,3514601,1
2019,Codigo IBGE,3514700,3
2019,Codigo IBGE,3514809,1
2019,Codigo IBGE,3514908,2
2019,Codigo IBGE,3514924,2
2019,Codigo IBGE,3515004,29
2019,Codigo IBGE,3515103,14
2019,Codigo IBGE,3515152,1
2019,Codigo IBGE,3515186,4
2019,Codigo IBGE,3515194,1
2019,Codigo IBGE,3515202,3
2019,Codigo IBGE,3515400,3
2019,Codigo IBGE,3515509,11
2019,Codigo IBGE,3515707,2
2019,Codigo IBGE,3515905,1
2019,Codigo IBGE,3516002,1
2019,Codigo IBGE,3516101,1
2019,Codigo IBGE,3516200,42
2019,Codigo IBGE,3516309,10
2019,Codigo IBGE,3516408,17
2019,Codigo IBGE,3516507,1
2019,Codigo IBGE,3516606,2
2019,Codigo IBGE,3516705,2
2019,Codigo IBGE,3516853,1
2019,Codigo IBGE,3516903,3
2019,Codigo IBGE,3517000,1
2019,Codigo IBGE,3517307,4
2019,Codigo IBGE,3517406,5
2019,Codigo IBGE,3517505,4
2019,Codigo IBGE,3517604,3
2019,Codigo IBGE,3517703,4
2019,Codigo IBGE,3517901,1
2019,Codigo IBGE,3518107,1
2019,Codigo IBGE,3518206,2
2019,Codigo IBGE,3518305,7
2019,Codigo IBGE,3518404,26
2019,Codigo IBGE,3518503,5
2019,Codigo IBGE,3518602,4
2019,Codigo IBGE,3518701,41
2019,Codigo IBGE,3518800,105
2019,Codigo IBGE,3518859,5
2019,Codigo IBGE,3518909,4
2019,Codigo IBGE,3519006,4
2019,Codigo IBGE,3519055,4
2019,Codigo IBGE,3519071,18
2019,Codigo IBGE,3519105,5
2019,Codigo IBGE,3519204,2
2019,Codigo IBGE,3519303,2
2019,Codigo IBGE,3519402,3
2019,Codigo IBGE,3519501,1
2019,Codigo IBGE,3519600,10
2019,Codigo IBGE,3519709,16
2019,Codigo IBGE,3519808,2
2019,Codigo IBGE,3519907,1
2019,Codigo IBGE,3520004,5
2019,Codigo IBGE,3520103,4
2019,Codigo IBGE,3520202,7
2019,Codigo IBGE,3520301,4
2019,Codigo IBGE,3520400,1
2019,Codigo IBGE,3520426,1
2019,Codigo IBGE,3520442,4
2019,Codigo IBGE,3520509,23
2019,Codigo IBGE,3520608,1
2019,Codigo IBGE,3520707,1
2019,Codigo IBGE,3520806,3
2019,Codigo IBGE,3520905,1
2019,Codigo IBGE,3521002,4
2019,Codigo IBGE,3521101,1
2019,Codigo IBGE,3521150,1
2019,Codigo IBGE,3521309,4
2019,Codigo IBGE,3521408,1
2019,Codigo IBGE,3521507,2
2019,Codigo IBGE,3521606,1
2019,Codigo IBGE,3521705,1
2019,Codigo IBGE,3521804,6
2019,Codigo IBGE,3521903,7
2019,Codigo IBGE,3522000,1
2019,Codigo IBGE,3522109,26
2019,Codigo IBGE,3522208,20
2019,Codigo IBGE,3522307,23
2019,Codigo IBGE,3522406,20
2019,Codigo IBGE,3522505,13
2019,Codigo IBGE,3522604,15
2019,Codigo IBGE,3522703,7
2019,Codigo IBGE,3522802,2
2019,Codigo IBGE,3522901,3
2019,Codigo IBGE,3523008,2
2019,Codigo IBGE,3523107,32
2019,Codigo IBGE,3523206,4
2019,Codigo IBGE,3523305,2
2019,Codigo IBGE,3523404,17
2019,Codigo IBGE,3523503,6
2019,Codigo IBGE,3523602,5
2019,Codigo IBGE,3523701,4
2019,Codigo IBGE,3523909,38
2019,Codigo IBGE,3524006,4
2019,Codigo IBGE,3524105,3
2019,Codigo IBGE,3524204,1
2019,Codigo IBGE,3524303,8
2019,Codigo IBGE,3524402,43
2019,Codigo IBGE,3524501,3
2019,Codigo IBGE,3524600,2
2019,Codigo IBGE,3524709,13
2019,Codigo IBGE,3524808,14
2019,Codigo IBGE,3525003,2
2019,Codigo IBGE,3525102,7
2019,Codigo IBGE,3525201,6
2019,Codigo IBGE,3525300,26
2019,Codigo IBGE,3525409,2
2019,Codigo IBGE,3525508,2
2019,Codigo IBGE,3525607,1
2019,Codigo IBGE,3525706,10
2019,Codigo IBGE,3525854,2
2019,Codigo IBGE,3525904,61
2019,Codigo IBGE,3526100,6
2019,Codigo IBGE,3526209,11
2019,Codigo IBGE,3526308,1
2019,Codigo IBGE,3526407,3
2019,Codigo IBGE,3526506,1
2019,Codigo IBGE,3526605,2
2019,Codigo IBGE,3526704,8
2019,Codigo IBGE,3526803,13
2019,Codigo IBGE,3526902,34
2019,Codigo IBGE,3527108,10
2019,Codigo IBGE,3527207,9
2019,Codigo IBGE,3527306,4
2019,Codigo IBGE,3527405,2
2019,Codigo IBGE,3527603,1
2019,Codigo IBGE,3527702,2
2019,Codigo IBGE,3528205,4
2019,Codigo IBGE,3528403,12
2019,Codigo IBGE,3528502,18
2019,Codigo IBGE,3528601,3
2019,Codigo IBGE,3528809,3
2019,Codigo IBGE,3529005,23
2019,Codigo IBGE,3529203,9
2019,Codigo IBGE,3529302,18
2019,Codigo IBGE,3529401,30
2019,Codigo IBGE,3529500,3
2019,Codigo IBGE,3529658,3
2019,Codigo IBGE,3529708,6
2019,Codigo IBGE,3529906,16
2019,Codigo IBGE,3530003,1
2019,Codigo IBGE,3530102,5
2019,Codigo IBGE,3530201,6
2019,Codigo IBGE,3530300,6
2019,Codigo IBGE,3530409,1
2019,Codigo IBGE,3530508,6
2019,Codigo IBGE,3530607,59
2019,Codigo IBGE,3530706,28
2019,Codigo IBGE,3530805,25
2019,Codigo IBGE,3531001,1
2019,Codigo IBGE,3531100,10
2019,Codigo IBGE,3531209,1
2019,Codigo IBGE,3531308,3
2019,Codigo IBGE,3531407,4
2019,Codigo IBGE,3531506,5
2019,Codigo IBGE,3531803,12
2019,Codigo IBGE,3531902,4
2019,Codigo IBGE,3532009,1
2019,Codigo IBGE,3532058,1
2019,Codigo IBGE,3532108,1
2019,Codigo IBGE,3532207,1
2019,Codigo IBGE,3532306,1
2019,Codigo IBGE,3532405,7
2019,Codigo IBGE,3532504,2
2019,Codigo IBGE,3532603,3
2019,Codigo IBGE,3532702,1
2019,Codigo IBGE,3532827,1
2019,Codigo IBGE,3532843,1
2019,Codigo IBGE,3532900,2
2019,Codigo IBGE,3533007,8
2019,Codigo IBGE,3533106,1
2019,Codigo IBGE,3533205,1
2019,Codigo IBGE,3533254,1
2019,Codigo IBGE,3533403,1
2019,Codigo IBGE,3533502,12
2019,Codigo IBGE,3533700,3
2019,Codigo IBGE,3533809,1
2019,Codigo IBGE,3533908,14
2019,Codigo IBGE,3534005,2
2019,Codigo IBGE,3534104,1
2019,Codigo IBGE,3534203,3
2019,Codigo IBGE,3534302,4
2019,Codigo IBGE,3534401,42
2019,Codigo IBGE,3534609,6
2019,Codigo IBGE,3534708,14
2019,Codigo IBGE,3534757,5
2019,Codigo IBGE,3534807,1
2019,Codigo IBGE,3534906,3
2019,Codigo IBGE,3535002,3
2019,Codigo IBGE,3535101,1
2019,Codigo IBGE,3535200,3
2019,Codigo IBGE,3535309,5
2019,Codigo IBGE,3535408,2
2019,Codigo IBGE,3535507,9
2019,Codigo IBGE,3535606,1
2019,Codigo IBGE,3535705,1
2019,Codigo IBGE,3535804,2
2019,Codigo IBGE,3535903,1
2019,Codigo IBGE,3536000,9
2019,Codigo IBGE,3536109,5
2019,Codigo IBGE,3536208,9
